1.9823,1.9871,1.9883,1.99,1.9905,1.9853,1.9808
1.9641,1.9617,1.9563,1.9567,1.9572,1.9582,1.9608
1.9664,1.9659,1.9601,1.9562,1.9585,1.965,1.9702
1.9784,1.9768,1.9773,1.9771,1.9756,1.9777,1.9756
1.9785,1.9806,1.98,1.9846,1.985,1.991,1.9919
