STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 02:51,FM-15,OVC:08 75,9.00,-SN:03 |SN:71 |,18,-7.8,16,-8.9,11,-11.7,74,8,320,,30.04,,,30.10,T,30.10,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 03:51,FM-15,CLR:00,10.00,,16,-8.9,14,-10.0,8,-13.3,71,8,300,,30.04,0,,30.10,T,30.10,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 04:51,FM-15,CLR:00,10.00,,15,-9.4,13,-10.7,5,-15.0,64,8,300,,30.04,,,30.11,0.00,30.11,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 05:51,FM-15,FEW:02 80 SCT:04 250,10.00,,13,-10.6,11,-11.8,3,-16.1,64,9,290,,30.06,,,30.13,0.00,30.12,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 06:51,FM-15,CLR:00,10.00,,13,-10.6,11,-11.8,3,-16.1,64,11,300,,30.08,3,,30.15,0.00,30.14,,,,,,,,,,0713,1632,,0.57,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 07:00,FM-12,,,,13,-10.6,11,-11.8,3,-16.1,64,11,300,,30.09,3,-0.05,30.15,,,24,13,18,-11.1,,,,47,0,0713,1632,,0.57,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 07:51,FM-15,CLR:00,10.00,,13,-10.6,11,-11.9,1,-17.2,59,11,290,,30.09,,,30.16,0.00,30.16,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 08:51,FM-15,CLR:00,10.00,,15,-9.4,12,-11.0,0,-17.8,51,14,290,,30.12,,,30.19,0.00,30.18,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 09:51,FM-15,CLR:00,10.00,,17,-8.3,14,-10.1,-1,-18.3,45,9,300,20,30.14,2,,30.20,0.00,30.20,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 10:51,FM-15,CLR:00,10.00,,19,-7.2,16,-9.1,3,-16.1,49,11,310,20,30.13,,,30.19,0.00,30.19,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 11:51,FM-15,CLR:00,10.00,,21,-6.1,17,-8.2,2,-16.7,43,11,300,20,30.11,,,30.18,0.00,30.17,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 12:51,FM-15,FEW:02 45 FEW:02 250,10.00,,21,-6.1,17,-8.1,3,-16.1,45,9,310,,30.11,6,,30.18,0.00,30.17,,,,,,,,,,0713,1632,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 13:00,FM-12,41,,,21,-6.1,17,-8.1,3,-16.1,45,9,310,,30.12,6,+0.02,30.18,,,,,,,,,,,,0713,1632,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 13:51,FM-15,FEW:02 45 SCT:04 250,10.00,,22,-5.6,18,-7.7,3,-16.1,44,11,290,20,30.12,,,30.19,0.00,30.18,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 14:51,FM-15,FEW:02 42 FEW:02 85 SCT:04 100,10.00,,22,-5.6,18,-7.7,3,-16.1,44,11,310,,30.14,,,30.22,0.00,30.21,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 15:51,FM-15,FEW:02 42 FEW:02 85 FEW:02 300,10.00,,21,-6.1,17,-8.1,3,-16.1,45,8,300,,30.19,3,,30.25,0.00,30.25,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 16:51,FM-15,FEW:02 30 FEW:02 42 SCT:04 55,10.00,,20,-6.7,17,-8.6,3,-16.1,48,10,300,,30.22,,,30.29,0.00,30.28,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 17:51,FM-15,FEW:02 30,10.00,,18,-7.8,15,-9.4,5,-15.0,57,7,280,,30.25,,,30.32,0.00,30.31,,,,,,,,,,0713,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 18:51,FM-15,CLR:00,10.00,,17,-8.3,14,-10.0,3,-16.1,54,7,270,,30.29,3,,30.35,0.00,30.35,,,,,,,,,,0713,1632,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 19:00,FM-12,,,,17,-8.3,14,-10.0,3,-16.1,54,7,270,,30.30,3,-0.10,30.35,,,,,,,,,,,,0713,1634,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 19:51,FM-15,FEW:02 90,10.00,,16,-8.9,13,-10.4,4,-15.6,59,10,280,,30.32,,,30.38,0.00,30.38,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 20:51,FM-15,FEW:02 30 FEW:02 55 FEW:02 90,10.00,,17,-8.3,14,-9.9,4,-15.6,56,8,290,,30.35,,,30.42,T,30.41,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 21:51,FM-15,FEW:02 30,10.00,,15,-9.4,13,-10.6,6,-14.4,67,8,310,,30.38,3,,30.45,T,30.45,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 22:51,FM-15,CLR:00,10.00,,14,-10.0,12,-11.1,5,-15.0,67,6,300,,30.40,,,30.48,0.00,30.47,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 23:51,FM-15,CLR:00,10.00,,13,-10.6,11,-11.5,6,-14.4,74,6,290,,30.43,,,30.51,0.00,30.50,22,13,18,-11.1,,,,47,0,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-08 23:59,SOD,,,,,,,,,,,,,,,,,,,,22,13,18,-11.1,57,4,14,47,0,0713,1634,SN:18 HZ:08,T,T,10,30.11,30.23,9.4,24,350,18,320,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 00:51,FM-15,CLR:00,10.00,,11,-11.7,10,-12.4,5,-15.0,77,5,270,,30.45,1,,30.52,0.00,30.52,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 01:00,FM-12,,,,11,-11.7,10,-12.4,5,-15.0,77,5,270,,30.46,1,-0.06,30.52,,,18,11,14,-15.1,,,,51,0,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 01:51,FM-15,CLR:00,10.00,,11,-11.7,9,-12.6,3,-16.1,70,6,280,,30.48,,,30.56,0.00,30.55,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 02:51,FM-15,CLR:00,10.00,,10,-12.2,8,-13.3,0,-17.8,63,5,280,,30.51,,,30.58,0.00,30.58,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 03:51,FM-15,CLR:00,10.00,,10,-12.2,8,-13.3,0,-17.8,63,8,290,,30.53,1,,30.60,0.00,30.60,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 04:51,FM-15,CLR:00,10.00,,8,-13.3,6,-14.3,-1,-18.3,66,7,280,,30.56,,,30.63,0.00,30.62,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 05:51,FM-15,OVC:08 300,10.00,,8,-13.3,6,-14.3,-1,-18.3,66,3,300,,30.58,,,30.65,0.00,30.64,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 06:51,FM-15,FEW:02 15,10.00,,6,-14.4,5,-15.2,-2,-18.9,69,3,220,,30.61,2,,30.67,0.00,30.67,,,,,,,,,,0713,1634,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 07:00,FM-12,15,,,6,-14.4,5,-15.2,-2,-18.9,69,3,220,,30.61,2,-0.07,30.67,,,22,5,14,-15.1,,,,51,0,0713,1634,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 07:51,FM-15,FEW:02 20 FEW:02 300,10.00,,7,-13.9,5,-14.8,-2,-18.9,66,6,270,,30.61,,,30.67,0.00,30.67,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 08:51,FM-15,FEW:02 30 SCT:04 300,10.00,,12,-11.1,10,-12.5,-2,-18.9,53,6,310,,30.63,,,30.70,0.00,30.69,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 09:51,FM-15,BKN:07 300,10.00,,15,-9.4,12,-11.1,-2,-18.9,46,7,310,,30.64,3,,30.71,0.00,30.71,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 10:51,FM-15,FEW:02 45 SCT:04 300,10.00,,17,-8.3,14,-10.1,-3,-19.4,41,7,330,,30.64,,,30.71,0.00,30.71,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 11:51,FM-15,FEW:02 45 SCT:04 250 BKN:07 300,10.00,,20,-6.7,16,-8.7,-2,-18.9,38,5,320,,30.61,,,30.68,0.00,30.68,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 12:51,FM-15,FEW:02 45 BKN:07 160 BKN:07 300,10.00,,19,-7.2,16,-9.1,0,-17.8,43,0,000,,30.61,8,,30.68,0.00,30.67,,,,,,,,,,0713,1634,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 13:00,FM-12,41,,,19,-7.2,16,-9.1,0,-17.8,43,0,000,,30.61,8,+0.04,30.68,,,,,,,,,,,,0713,1634,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 13:51,FM-15,SCT:04 120 BKN:07 150 OVC:08 300,10.00,,19,-7.2,16,-9.1,1,-17.2,45,3,200,,30.59,,,30.67,0.00,30.66,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 14:51,FM-15,BKN:07 110,10.00,,19,-7.2,16,-9.1,2,-16.7,47,6,200,,30.61,,,30.68,0.00,30.67,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 15:51,FM-15,OVC:08 110,10.00,,19,-7.2,16,-9.1,2,-16.7,47,5,220,,30.61,3,,30.69,0.00,30.68,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 16:51,FM-15,BKN:07 110 BKN:07 130 BKN:07 250,10.00,,17,-8.3,14,-10.0,1,-17.2,49,6,210,,30.61,,,30.69,0.00,30.68,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 17:51,FM-15,BKN:07 110 BKN:07 130 BKN:07 200,10.00,,16,-8.9,13,-10.5,2,-16.7,54,5,190,,30.61,,,30.69,0.00,30.68,,,,,,,,,,0713,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 18:51,FM-15,SCT:04 130 BKN:07 200,10.00,,15,-9.4,12,-10.8,3,-16.1,59,5,180,,30.63,3,,30.69,0.00,30.69,,,,,,,,,,0713,1634,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 19:00,FM-12,,,,15,-9.4,12,-10.8,3,-16.1,59,5,180,,30.63,3,-0.00,30.69,,,,,,,,,,,,0712,1635,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 19:51,FM-15,BKN:07 130,10.00,,10,-12.2,8,-13.1,3,-16.1,73,3,190,,30.61,,,30.67,0.00,30.67,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 20:51,FM-15,OVC:08 110,10.00,,13,-10.6,11,-11.6,5,-15.0,70,3,280,,30.61,,,30.69,0.00,30.68,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 21:51,FM-15,SCT:04 110 BKN:07 130,10.00,,13,-10.6,11,-11.6,5,-15.0,70,3,270,,30.61,6,,30.69,0.00,30.68,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 22:51,FM-15,SCT:04 110,10.00,,13,-10.6,11,-11.5,6,-14.4,74,3,270,,30.61,,,30.68,0.00,30.68,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 23:51,FM-15,FEW:02 110,9.00,,11,-11.7,10,-12.3,6,-14.4,81,5,280,,30.59,,,30.66,0.00,30.66,20,5,12,-17.1,,,,53,0,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-09 23:59,SOD,,,,,,,,,,,,,,,,,,,,20,5,12,-17.1,59,1,11,53,0,0712,1635,,0.00,0.0,7,30.56,30.66,4.7,14,340,10,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 00:51,FM-15,CLR:00,8.00,,10,-12.2,9,-12.8,6,-14.4,84,3,280,,30.58,8,,30.65,0.00,30.64,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 01:00,FM-12,,,,10,-12.2,9,-12.8,6,-14.4,84,3,280,,30.58,8,+0.04,30.65,,,16,5,10,-19.0,,,,55,0,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 01:51,FM-15,CLR:00,7.00,,10,-12.2,9,-12.8,6,-14.4,84,7,280,,30.58,,,30.66,0.00,30.65,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 02:51,FM-15,CLR:00,7.00,,9,-12.8,8,-13.3,5,-15.0,84,5,270,,30.59,,,30.66,0.00,30.66,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 03:51,FM-15,CLR:00,8.00,,10,-12.2,9,-12.9,5,-15.0,80,3,270,,30.59,1,,30.67,0.00,30.66,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 04:51,FM-15,CLR:00,8.00,,9,-12.8,8,-13.3,5,-15.0,84,3,270,,30.59,,,30.66,0.00,30.66,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 05:51,FM-15,FEW:02 9 BKN:07 200,7.00,,8,-13.3,7,-13.8,4,-15.6,83,0,000,,30.59,,,30.67,0.00,30.66,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 06:51,FM-15,SCT:04 130 BKN:07 300,7.00,,9,-12.8,8,-13.3,5,-15.0,84,0,000,,30.61,3,,30.67,0.00,30.67,,,,,,,,,,0712,1635,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 07:00,FM-12,,,,9,-12.8,8,-13.3,5,-15.0,84,0,000,,30.61,3,-0.00,30.67,,,20,6,13,-16.0,,,,52,0,0712,1635,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14765,PROVIDENCE RI US,16.8,41.7225,-71.4325,2017-01-10 07:51,FM-15,BKN:07 140 BKN:07 190,7.00,BC:3 FG:2 |FG:31 |,11,-11.7,10,-12.1,8,-13.3,88,0,000,,30.61,,,30.68,0.00,30.68,,,,,,,,,,0712,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
