"YEAR","MONTH","DAY_OF_MONTH","CARRIER","TAIL_NUM","FL_NUM","ORIGIN","DEST","DEP_TIME","DEP_DELAY","ARR_TIME","ARR_DELAY","CANCELLED",
2017,1,14,"B6","N779JB","476","MCO","PVD","2113",70.00,"2350",70.00,0.00,
2017,1,15,"B6","N566JB","476","MCO","PVD","1952",-11.00,"2232",-8.00,0.00,
2017,1,16,"B6","N527JB","476","MCO","PVD","2226",143.00,"0105",145.00,0.00,
2017,1,17,"B6","N537JB","476","MCO","PVD","1957",-6.00,"2227",-13.00,0.00,
2017,1,18,"B6","N527JB","476","MCO","PVD","2010",7.00,"2251",11.00,0.00,
2017,1,19,"B6","N537JB","476","MCO","PVD","2029",26.00,"2306",26.00,0.00,
2017,1,20,"B6","N591JB","476","MCO","PVD","1954",-9.00,"2234",-6.00,0.00,
2017,1,21,"B6","N506JB","476","MCO","PVD","1954",-9.00,"2224",-16.00,0.00,
2017,1,22,"B6","N653JB","476","MCO","PVD","2207",124.00,"0029",109.00,0.00,
2017,1,23,"B6","N565JB","476","MCO","PVD","2115",72.00,"2353",73.00,0.00,
2017,1,24,"B6","N593JB","476","MCO","PVD","1959",-4.00,"2235",-5.00,0.00,
2017,1,25,"B6","N703JB","476","MCO","PVD","1947",-16.00,"2219",-21.00,0.00,
2017,1,26,"B6","N636JB","476","MCO","PVD","1953",-10.00,"2219",-21.00,0.00,
2017,1,27,"B6","N637JB","476","MCO","PVD","2029",26.00,"2303",23.00,0.00,
2017,1,28,"B6","N779JB","476","MCO","PVD","1958",-5.00,"2224",-16.00,0.00,
2017,1,29,"B6","N789JB","476","MCO","PVD","1952",-11.00,"2208",-32.00,0.00,
2017,1,30,"B6","N559JB","476","MCO","PVD","1957",-6.00,"2253",13.00,0.00,
2017,1,31,"B6","N648JB","476","MCO","PVD","2005",2.00,"2246",6.00,0.00,
2017,1,3,"DL","N906DL","772","ATL","PVD","1946",-4.00,"2209",-5.00,0.00,
2017,1,3,"DL","N933DL","1912","PVD","ATL","0559",-1.00,"0837",-26.00,0.00,
2017,1,3,"DL","N949DL","2225","ATL","PVD","0935",0.00,"1144",-4.00,0.00,
2017,1,3,"DL","N949DL","2225","PVD","ATL","1229",-1.00,"1501",-27.00,0.00,
2017,1,4,"DL","N946DL","772","ATL","PVD","1949",-1.00,"2206",-8.00,0.00,
2017,1,4,"DL","N906DL","1912","PVD","ATL","0645",45.00,"0930",27.00,0.00,
2017,1,4,"DL","N925DN","2225","ATL","PVD","0929",-6.00,"1139",-9.00,0.00,
2017,1,4,"DL","N925DN","2225","PVD","ATL","1224",-6.00,"1516",-12.00,0.00,
2017,1,5,"DL","N915DL","772","ATL","PVD","1951",1.00,"2206",-8.00,0.00,
2017,1,5,"DL","N946DL","1912","PVD","ATL","0556",-4.00,"0853",-10.00,0.00,
2017,1,13,"DL","N956DL","2104","ATL","PVD","1539",-1.00,"1747",-13.00,0.00,
2017,1,13,"DL","N956DL","2104","PVD","ATL","1838",-2.00,"2114",-26.00,0.00,
2017,1,13,"DL","N998AT","2225","ATL","PVD","0933",-2.00,"1141",-10.00,0.00,
2017,1,13,"DL","N998AT","2225","PVD","ATL","1229",-1.00,"1505",-26.00,0.00,
2017,1,14,"DL","N977DL","772","ATL","PVD","2015",-5.00,"2222",-18.00,0.00,
2017,1,14,"DL","N963DL","1263","PVD","ATL","0555",-5.00,"0836",-26.00,0.00,
2017,1,14,"DL","N317NB","1736","PVD","DTW","0521",-4.00,"0729",-3.00,0.00,
2017,1,14,"DL","N986AT","2225","ATL","PVD","1100",60.00,"1334",74.00,0.00,
2017,1,14,"DL","N986AT","2225","PVD","ATL","1402",62.00,"1631",29.00,0.00,
2017,1,15,"DL","N997DL","772","ATL","PVD","2019",-1.00,"2226",-14.00,0.00,
2017,1,15,"DL","N977DL","1263","PVD","ATL","0556",-4.00,"0832",-30.00,0.00,
2017,1,15,"DL","N940AT","2104","ATL","PVD","1538",-2.00,"1747",-11.00,0.00,
2017,1,15,"DL","N940AT","2104","PVD","ATL","1832",-8.00,"2116",-22.00,0.00,
2017,1,15,"DL","N987DN","2225","ATL","PVD","0933",-2.00,"1145",-3.00,0.00,
2017,1,15,"DL","N987DN","2225","PVD","ATL","1224",-6.00,"1449",-40.00,0.00,
2017,1,15,"DL","N362NB","2371","DTW","PVD","2011",-4.00,"2141",-26.00,0.00,
2017,1,16,"DL","N323NB","738","DTW","PVD","2201",-4.00,"2333",-24.00,0.00,
2017,1,16,"DL","N938DL","772","ATL","PVD","2017",-3.00,"2230",-12.00,0.00,
2017,1,16,"DL","N997DL","1263","PVD","ATL","0559",-1.00,"0843",-22.00,0.00,
2017,1,16,"DL","N362NB","1736","PVD","DTW","0523",-2.00,"0738",3.00,0.00,
2017,1,27,"DL","N347NB","738","DTW","PVD","2205",0.00,"2352",-5.00,0.00,
2017,1,27,"DL","N965DL","772","ATL","PVD","2020",0.00,"2224",-18.00,0.00,
2017,1,27,"DL","N908DE","1263","PVD","ATL","0558",-2.00,"0851",-14.00,0.00,
2017,1,27,"DL","N342NB","1736","PVD","DTW","0518",-7.00,"0711",-24.00,0.00,
2017,1,27,"DL","N924DL","2104","ATL","PVD","1538",-2.00,"1743",-17.00,0.00,
2017,1,27,"DL","N924DL","2104","PVD","ATL","1824",-16.00,"2125",-15.00,0.00,
2017,1,27,"DL","N936AT","2225","ATL","PVD","0933",-2.00,"1136",-15.00,0.00,
2017,1,27,"DL","N936AT","2225","PVD","ATL","1224",-6.00,"1503",-28.00,0.00,
2017,1,28,"DL","N996DL","772","ATL","PVD","2019",-1.00,"2220",-20.00,0.00,
2017,1,28,"DL","N965DL","1263","PVD","ATL","0556",-4.00,"0840",-22.00,0.00,
2017,1,28,"DL","N347NB","1736","PVD","DTW","0521",-4.00,"0706",-26.00,0.00,
2017,1,28,"DL","N928AT","2225","ATL","PVD","0958",-2.00,"1212",-8.00,0.00,
2017,1,28,"DL","N928AT","2225","PVD","ATL","1257",-3.00,"1527",-35.00,0.00,
2017,1,29,"DL","N369NB","738","DTW","PVD","0126",201.00,"0329",212.00,0.00,
2017,1,29,"DL","N366NB","772","ATL","PVD","",,"",,1.00,
2017,1,29,"DL","N996DL","1263","PVD","ATL","0557",-3.00,"0842",-23.00,0.00,
2017,1,29,"DL","N958DL","2104","ATL","PVD","1536",-4.00,"1747",-13.00,0.00,
2017,1,29,"DL","N958DL","2104","PVD","ATL","2337",297.00,"0209",269.00,0.00,
2017,1,29,"DL","N937AT","2225","ATL","PVD","0950",15.00,"1154",3.00,0.00,
2017,1,29,"DL","N937AT","2225","PVD","ATL","1233",3.00,"1508",-23.00,0.00,
2017,1,8,"EV","N16976","4124","ORD","PVD","1206",1.00,"1520",-9.00,0.00,
2017,1,22,"EV","N16546","4124","ORD","PVD","1100",-5.00,"1436",7.00,0.00,
2017,1,29,"EV","N15555","4124","ORD","PVD","1141",36.00,"1454",25.00,0.00,
2017,1,1,"EV","N18557","4133","EWR","PVD","1447",-12.00,"1546",-13.00,0.00,
2017,1,2,"EV","N13550","4133","EWR","PVD","1459",0.00,"1607",8.00,0.00,
2017,1,3,"EV","N15980","4133","EWR","PVD","1606",67.00,"1710",71.00,0.00,
2017,1,4,"EV","N16541","4133","EWR","PVD","1511",12.00,"1608",9.00,0.00,
2017,1,5,"EV","N11165","4133","EWR","PVD","1520",21.00,"1616",17.00,0.00,
2017,1,6,"EV","N11551","4133","EWR","PVD","1452",-7.00,"1549",-10.00,0.00,
2017,1,7,"EV","N12567","4133","EWR","PVD","",,"",,1.00,
2017,1,9,"EV","N14562","4133","EWR","PVD","1454",-5.00,"1554",-5.00,0.00,
2017,1,10,"EV","N26545","4133","EWR","PVD","1526",27.00,"1633",34.00,0.00,
2017,1,11,"EV","N12540","4133","EWR","PVD","1452",-7.00,"1548",-11.00,0.00,
2017,1,12,"EV","N16976","4133","EWR","PVD","1507",8.00,"1559",0.00,0.00,
2017,1,13,"EV","N13566","4133","EWR","PVD","1513",14.00,"1605",6.00,0.00,
2017,1,14,"EV","N12552","4133","EWR","PVD","1453",-6.00,"1608",9.00,0.00,
2017,1,15,"EV","N14920","4133","EWR","PVD","1459",0.00,"1558",-1.00,0.00,
2017,1,16,"EV","N14993","4133","EWR","PVD","1450",-9.00,"1615",16.00,0.00,
2017,1,17,"EV","N16546","4133","EWR","PVD","1507",8.00,"1606",7.00,0.00,
2017,1,18,"EV","N11539","4133","EWR","PVD","1457",-2.00,"1604",5.00,0.00,
2017,1,19,"EV","N14905","4133","EWR","PVD","1452",-7.00,"1553",-6.00,0.00,
2017,1,20,"EV","N12924","4133","EWR","PVD","1449",-10.00,"1559",0.00,0.00,
2017,1,23,"EV","N24103","4133","EWR","PVD","1452",-7.00,"1603",4.00,0.00,
2017,1,24,"EV","N15980","4133","EWR","PVD","1631",92.00,"1738",99.00,0.00,
2017,1,25,"EV","N15572","4133","EWR","PVD","1454",-5.00,"1542",-17.00,0.00,
2017,1,26,"EV","N11565","4133","EWR","PVD","1507",7.00,"1600",0.00,0.00,
2017,1,27,"EV","N13913","4133","EWR","PVD","1451",-9.00,"1546",-14.00,0.00,
2017,1,30,"EV","N36915","4133","EWR","PVD","1547",48.00,"1641",42.00,0.00,
2017,1,31,"EV","N26549","4133","EWR","PVD","1507",8.00,"1640",41.00,0.00,
2017,1,1,"EV","N13992","4151","ORD","PVD","1822",-3.00,"2129",-10.00,0.00,
2017,1,2,"EV","N14168","4151","ORD","PVD","1946",81.00,"2252",73.00,0.00,
2017,1,3,"EV","N18557","4151","ORD","PVD","1859",34.00,"2220",41.00,0.00,
2017,1,1,"EV","N18557","4305","PVD","ORD","1617",-12.00,"1813",-16.00,0.00,
2017,1,2,"EV","N13550","4305","PVD","ORD","1645",16.00,"1901",32.00,0.00,
2017,1,3,"EV","N15980","4305","PVD","ORD","1727",58.00,"1921",52.00,0.00,
2017,1,4,"EV","N16541","4305","PVD","ORD","1639",10.00,"1834",5.00,0.00,
2017,1,5,"EV","N11165","4305","PVD","ORD","1634",5.00,"1851",22.00,0.00,
2017,1,6,"EV","N11551","4305","PVD","ORD","1622",-7.00,"1757",-32.00,0.00,
2017,1,8,"EV","N16976","4305","PVD","ORD","1615",-14.00,"1804",-25.00,0.00,
2017,1,9,"EV","N14562","4305","PVD","ORD","1620",-9.00,"1818",-11.00,0.00,
2017,1,10,"EV","N26545","4305","PVD","ORD","1708",39.00,"1928",59.00,0.00,
2017,1,11,"EV","N12540","4305","PVD","ORD","1619",-10.00,"1834",5.00,0.00,
2017,1,12,"EV","N16976","4305","PVD","ORD","1620",-9.00,"1844",15.00,0.00,
2017,1,13,"EV","N13566","4305","PVD","ORD","1638",9.00,"1857",28.00,0.00,
2017,1,15,"EV","N14920","4305","PVD","ORD","1623",-6.00,"1823",-6.00,0.00,
2017,1,16,"EV","N14993","4305","PVD","ORD","1636",7.00,"1906",37.00,0.00,
2017,1,17,"EV","N16546","4305","PVD","ORD","1626",-3.00,"1821",-8.00,0.00,
2017,1,18,"EV","N11539","4305","PVD","ORD","1625",-4.00,"1806",-23.00,0.00,
2017,1,19,"EV","N14905","4305","PVD","ORD","1625",-4.00,"1855",26.00,0.00,
2017,1,20,"EV","N12924","4305","PVD","ORD","1625",-4.00,"1813",-16.00,0.00,
2017,1,22,"EV","N16546","4305","PVD","ORD","1620",-9.00,"1812",-17.00,0.00,
2017,1,23,"EV","N24103","4305","PVD","ORD","1637",8.00,"1806",-23.00,0.00,
2017,1,24,"EV","N15980","4305","PVD","ORD","1802",93.00,"1950",81.00,0.00,
2017,1,25,"EV","N15572","4305","PVD","ORD","1625",-10.00,"1838",3.00,0.00,
2017,1,26,"EV","N11565","4305","PVD","ORD","1624",-6.00,"1759",-31.00,0.00,
2017,1,27,"EV","N13913","4305","PVD","ORD","1621",-14.00,"1808",-27.00,0.00,
2017,1,29,"EV","N15555","4305","PVD","ORD","1618",-11.00,"1804",-25.00,0.00,
2017,1,30,"EV","N36915","4305","PVD","ORD","1709",40.00,"1847",18.00,0.00,
2017,1,31,"EV","N26549","4305","PVD","ORD","1705",36.00,"1915",46.00,0.00,
2017,1,1,"EV","N14543","4308","PVD","EWR","1729",-11.00,"1848",-12.00,0.00,
2017,1,2,"EV","N16561","4308","PVD","EWR","1927",107.00,"2103",123.00,0.00,
2017,1,3,"EV","N13538","4308","PVD","EWR","2345",365.00,"0059",359.00,0.00,
2017,1,4,"WN","N701GS","465","MCO","PVD","1429",4.00,"1654",-6.00,0.00,
2017,1,4,"WN","N8680C","949","MCO","PVD","1849",-1.00,"2108",-17.00,0.00,
2017,1,4,"WN","N379SW","2311","MCO","PVD","2119",-6.00,"2343",-12.00,0.00,
2017,1,4,"WN","N634SW","6274","MCO","PVD","0943",3.00,"1222",7.00,0.00,
2017,1,4,"WN","N8673F","538","MDW","PVD","1839",9.00,"2138",8.00,0.00,
2017,1,4,"WN","N7719A","3004","MDW","PVD","1341",-4.00,"1657",7.00,0.00,
2017,1,4,"WN","N8661A","3182","MDW","PVD","2252",62.00,"0145",55.00,0.00,
2017,1,4,"WN","N641SW","276","PVD","BWI","0720",5.00,"0837",2.00,0.00,
2017,1,4,"WN","N7847A","442","PVD","BWI","2115",-10.00,"2242",-8.00,0.00,
2017,1,4,"WN","N701GS","465","PVD","BWI","1739",4.00,"1859",-1.00,0.00,
2017,1,4,"WN","N604SW","1007","PVD","BWI","1635",0.00,"1755",-5.00,0.00,
2017,1,4,"WN","N8511K","1008","PVD","BWI","0757",-3.00,"0959",24.00,0.00,
2017,1,4,"WN","N793SA","1022","PVD","BWI","0530",0.00,"0646",-9.00,0.00,
2017,1,4,"WN","N625SW","3220","PVD","BWI","1151",21.00,"1303",13.00,0.00,
2017,1,4,"WN","N634SW","6274","PVD","BWI","1311",16.00,"1425",10.00,0.00,
2017,1,4,"WN","N7719A","188","PVD","DCA","1734",9.00,"1910",15.00,0.00,
2017,1,4,"WN","N8621A","6403","PVD","DCA","0615",0.00,"0752",-3.00,0.00,
2017,1,4,"WN","N8612K","1708","PVD","FLL","1346",11.00,"1705",10.00,0.00,
2017,1,4,"WN","N916WN","27","PVD","MCO","0650",0.00,"0942",-18.00,0.00,
2017,1,4,"WN","N709SW","428","PVD","MCO","1746",1.00,"2049",-6.00,0.00,
2017,1,4,"WN","N7752B","2328","PVD","MCO","0538",-2.00,"0823",-27.00,0.00,
2017,1,4,"WN","N567WN","2532","PVD","MCO","1409",9.00,"1709",-1.00,0.00,
2017,1,4,"WN","N775SW","851","PVD","MDW","0823",-2.00,"0952",-13.00,0.00,
2017,1,4,"WN","N552WN","3412","PVD","MDW","0529",-1.00,"0654",-21.00,0.00,
2017,1,4,"WN","N956WN","3665","PVD","MDW","1653",8.00,"1828",-2.00,0.00,
2017,1,4,"WN","N551WN","535","PVD","TPA","1423",8.00,"1736",1.00,0.00,
2017,1,4,"WN","N8320J","2725","PVD","TPA","0653",8.00,"0959",-11.00,0.00,
2017,1,4,"WN","N741SA","484","TPA","PVD","2137",42.00,"0001",26.00,0.00,
2017,1,4,"WN","N956WN","3665","TPA","PVD","1340",10.00,"1612",2.00,0.00,
2017,1,5,"WN","N792SW","161","BWI","PVD","1602",27.00,"1705",20.00,0.00,
2017,1,5,"WN","N709SW","252","BWI","PVD","2058",13.00,"2214",19.00,0.00,
2017,1,5,"WN","N299WN","401","BWI","PVD","0655",-5.00,"0802",-13.00,0.00,
2017,1,5,"WN","N249WN","429","BWI","PVD","1029",-6.00,"1132",-13.00,0.00,
2017,1,5,"WN","N652SW","1060","BWI","PVD","0900",-5.00,"1010",-15.00,0.00,
2017,1,5,"WN","N7843A","1357","BWI","PVD","2225",20.00,"2326",11.00,0.00,
2017,1,5,"WN","N204WN","529","DCA","PVD","1151",-4.00,"1313",-7.00,0.00,
2017,1,5,"WN","N712SW","1170","DCA","PVD","1922",-8.00,"2030",-20.00,0.00,
2017,1,5,"WN","N557WN","3836","FLL","PVD","1117",-3.00,"1419",4.00,0.00,
2017,1,5,"WN","N8663A","3968","FLL","PVD","1912",-3.00,"2152",-23.00,0.00,
2017,1,5,"WN","N299WN","448","MCO","PVD","1301",1.00,"1526",-9.00,0.00,
2017,1,5,"WN","N734SA","1090","MCO","PVD","1112",-3.00,"1338",-17.00,0.00,
2017,1,5,"WN","N8325D","1162","MCO","PVD","1948",-2.00,"2216",-14.00,0.00,
2017,1,5,"WN","N8649A","4051","MCO","PVD","1810",0.00,"2033",-12.00,0.00,
2017,1,5,"WN","N8507C","296","MDW","PVD","1342",17.00,"1634",4.00,0.00,
2017,1,5,"WN","N717SA","765","MDW","PVD","2200",10.00,"0051",-4.00,0.00,
2017,1,5,"WN","N8507C","296","PVD","BWI","1719",-1.00,"1842",-8.00,0.00,
2017,1,5,"WN","N789SW","402","PVD","BWI","0823",-2.00,"0944",-6.00,0.00,
2017,1,5,"WN","N652SW","490","PVD","BWI","",,"",,1.00,
2017,1,5,"WN","N741SA","622","PVD","BWI","0706",-4.00,"0823",-12.00,0.00,
2017,1,5,"WN","N249WN","1406","PVD","BWI","1228",8.00,"1340",-5.00,0.00,
2017,1,5,"WN","N7818L","1540","PVD","BWI","0541",-4.00,"0703",-7.00,0.00,
2017,1,5,"WN","N792SW","3886","PVD","DCA","1735",20.00,"1900",5.00,0.00,
2017,1,5,"WN","N419WN","4205","PVD","DCA","0635",-5.00,"0807",-8.00,0.00,
2017,1,5,"WN","N557WN","101","PVD","FLL","1511",1.00,"1836",6.00,0.00,
2017,1,5,"WN","N8673F","1874","PVD","FLL","0714",-1.00,"1020",-15.00,0.00,
2017,1,5,"WN","N299WN","401","PVD","MCO","0909",-6.00,"1200",-20.00,0.00,
2017,1,5,"WN","N204WN","529","PVD","MCO","1411",11.00,"1709",4.00,0.00,
2017,1,5,"WN","N8680C","1811","PVD","MCO","0800",5.00,"1052",-13.00,0.00,
2017,1,5,"WN","N919WN","4518","PVD","MCO","1653",38.00,"1952",27.00,0.00,
2017,1,5,"WN","N299WN","448","PVD","MDW","1607",-3.00,"1733",-17.00,0.00,
2017,1,5,"WN","N8661A","1709","PVD","MDW","0542",-3.00,"0721",-9.00,0.00,
2017,1,5,"WN","N379SW","1255","PVD","TPA","0706",1.00,"1020",-5.00,0.00,
2017,1,5,"WN","N734SA","4689","PVD","TPA","1434",4.00,"1735",-20.00,0.00,
2017,1,5,"WN","N919WN","4517","TPA","PVD","1311",16.00,"1545",10.00,0.00,
2017,1,5,"WN","N925WN","4749","TPA","PVD","2038",18.00,"2308",8.00,0.00,
2017,1,6,"WN","N483WN","161","BWI","PVD","1601",26.00,"1705",20.00,0.00,
2017,1,6,"WN","N7835A","252","BWI","PVD","2113",28.00,"2213",18.00,0.00,
2017,1,6,"WN","N728SW","429","BWI","PVD","1035",0.00,"1133",-12.00,0.00,
2017,1,6,"WN","N260WN","1060","BWI","PVD","0857",-8.00,"1003",-22.00,0.00,
2017,1,6,"WN","N462WN","1357","BWI","PVD","2238",33.00,"2339",24.00,0.00,
2017,1,13,"WN","N422WN","448","MCO","PVD","1253",-7.00,"1522",-13.00,0.00,
2017,1,13,"WN","N951WN","1090","MCO","PVD","1117",2.00,"1343",-12.00,0.00,
2017,1,13,"WN","N7729A","2760","MCO","PVD","2013",18.00,"2240",5.00,0.00,
2017,1,13,"WN","N8634A","4051","MCO","PVD","1822",12.00,"2057",12.00,0.00,
2017,1,13,"WN","N8637A","296","MDW","PVD","1323",-2.00,"1621",-9.00,0.00,
2017,1,13,"WN","N8329B","765","MDW","PVD","2216",26.00,"0102",7.00,0.00,
2017,1,13,"WN","N8637A","296","PVD","BWI","1716",-4.00,"1849",-1.00,0.00,
2017,1,13,"WN","N7828A","402","PVD","BWI","0819",-6.00,"0940",-10.00,0.00,
2017,1,13,"WN","N619SW","490","PVD","BWI","1057",2.00,"1218",3.00,0.00,
2017,1,13,"WN","N929WN","622","PVD","BWI","0705",-5.00,"0822",-13.00,0.00,
2017,1,13,"WN","N8301J","1406","PVD","BWI","1220",0.00,"1344",-1.00,0.00,
2017,1,13,"WN","N237WN","1540","PVD","BWI","0539",-6.00,"0701",-9.00,0.00,
2017,1,13,"WN","N7831B","3886","PVD","DCA","1712",-3.00,"1842",-13.00,0.00,
2017,1,13,"WN","N264LV","4205","PVD","DCA","0644",-6.00,"0809",-16.00,0.00,
2017,1,13,"WN","N783SW","101","PVD","FLL","1516",6.00,"1820",-10.00,0.00,
2017,1,13,"WN","N8613K","1874","PVD","FLL","0746",-4.00,"1105",-5.00,0.00,
2017,1,13,"WN","N422WN","401","PVD","MCO","0906",-9.00,"1204",-16.00,0.00,
2017,1,13,"WN","N7812G","529","PVD","MCO","1357",-3.00,"1648",-17.00,0.00,
2017,1,13,"WN","N500WR","1811","PVD","MCO","0742",-3.00,"1036",-14.00,0.00,
2017,1,13,"WN","N7729A","4518","PVD","MCO","1605",-5.00,"1926",6.00,0.00,
2017,1,13,"WN","N422WN","448","PVD","MDW","1607",-3.00,"1757",7.00,0.00,
2017,1,13,"WN","N8684F","1709","PVD","MDW","0538",-7.00,"0719",-11.00,0.00,
2017,1,13,"WN","N655WN","1255","PVD","TPA","0704",-1.00,"1014",-11.00,0.00,
2017,1,13,"WN","N951WN","4689","PVD","TPA","1430",0.00,"1735",-20.00,0.00,
2017,1,13,"WN","N7729A","4517","TPA","PVD","1251",-4.00,"1527",-8.00,0.00,
2017,1,13,"WN","N466WN","4749","TPA","PVD","2016",-4.00,"2253",-7.00,0.00,
2017,1,14,"WN","N387SW","1431","BWI","PVD","2153",8.00,"2303",8.00,0.00,
2017,1,14,"WN","N7882B","2266","BWI","PVD","0702",-3.00,"0803",-17.00,0.00,
2017,1,14,"WN","N718SW","2290","BWI","PVD","",,"",,1.00,
2017,1,14,"WN","N738CB","5195","BWI","PVD","",,"",,1.00,
2017,1,14,"WN","N413WN","5318","BWI","PVD","1628",-2.00,"1733",-7.00,0.00,
2017,1,14,"WN","N224WN","1031","DCA","PVD","1058",-7.00,"1200",-25.00,0.00,
2017,1,14,"WN","N561WN","2551","DCA","PVD","2039",-6.00,"2144",-26.00,0.00,
2017,1,14,"WN","N448WN","2445","FLL","PVD","1249",39.00,"1551",46.00,0.00,
2017,1,14,"WN","N8678E","5205","FLL","PVD","1708",-2.00,"2006",6.00,0.00,
2017,1,14,"WN","N243WN","1546","MCO","PVD","1123",-2.00,"1401",1.00,0.00,
2017,1,14,"WN","N446WN","2338","MCO","PVD","0642",-3.00,"0911",-9.00,0.00,
2017,1,14,"WN","N487WN","2676","MCO","PVD","2043",13.00,"2320",15.00,0.00,
2017,1,14,"WN","N7850B","3733","MCO","PVD","1338",-7.00,"1618",-2.00,0.00,
2017,1,14,"WN","N8501V","2198","MDW","PVD","2117",12.00,"0008",-2.00,0.00,
2017,1,14,"WN","N917WN","2398","MDW","PVD","",,"",,1.00,
2017,1,14,"WN","N8634A","1322","PVD","BWI","0740",0.00,"0858",-7.00,0.00,
2017,1,14,"WN","N718SW","1406","PVD","BWI","",,"",,1.00,
2017,1,14,"WN","N8671D","1876","PVD","BWI","0603",-2.00,"0723",-7.00,0.00,
2017,1,14,"WN","N446WN","2338","PVD","BWI","0950",-5.00,"1107",-8.00,0.00,
2017,1,14,"WN","N917WN","2501","PVD","BWI","",,"",,1.00,
2017,1,14,"WN","N787SA","806","PVD","DCA","0715",-5.00,"0839",-16.00,0.00,
2017,1,14,"WN","N743SW","4892","PVD","DCA","1611",1.00,"1732",-13.00,0.00,
2017,1,14,"WN","N224WN","1031","PVD","FLL","1304",-1.00,"1559",-26.00,0.00,
2017,1,14,"WN","N7729A","2390","PVD","FLL","0613",-2.00,"0925",-10.00,0.00,
2017,1,14,"WN","N7850B","1926","PVD","MCO","1655",0.00,"1938",-27.00,0.00,
2017,1,14,"WN","N7882B","2266","PVD","MCO","0850",-5.00,"1153",-7.00,0.00,
2017,1,14,"WN","N243WN","2527","PVD","MCO","1438",3.00,"1720",-25.00,0.00,
2017,1,14,"WN","N7732A","6443","PVD","MCO","0701",1.00,"0945",-25.00,0.00,
2017,1,14,"WN","N448WN","2445","PVD","MDW","1630",50.00,"1827",72.00,0.00,
2017,1,14,"WN","N8329B","2512","PVD","MDW","0539",-1.00,"0727",7.00,0.00,
2017,1,14,"WN","N466WN","4939","PVD","RSW","0549",4.00,"0858",-12.00,0.00,
2017,1,14,"WN","N291WN","5129","PVD","RSW","1457",7.00,"1822",7.00,0.00,
2017,1,14,"WN","N569WN","2248","PVD","TPA","0714",-1.00,"1019",-16.00,0.00,
2017,1,14,"WN","N413WN","5318","PVD","TPA","1814",-1.00,"2119",-21.00,0.00,
2017,1,14,"WN","N743SW","4892","RSW","PVD","1242",2.00,"1533",-2.00,0.00,
2017,1,14,"WN","N7841A","5418","RSW","PVD","1950",15.00,"2235",10.00,0.00,
2017,1,14,"WN","N291WN","5128","TPA","PVD","1103",-7.00,"1345",-5.00,0.00,
2017,1,14,"WN","N8600F","5457","TPA","PVD","1959",29.00,"2243",33.00,0.00,
2017,1,15,"WN","N212WN","102","BWI","PVD","2048",-2.00,"2217",17.00,0.00,
2017,1,15,"WN","N260WN","1311","BWI","PVD","1534",4.00,"1635",-5.00,0.00,
2017,1,15,"WN","N402WN","2703","BWI","PVD","1809",-6.00,"1911",-14.00,0.00,
2017,1,15,"WN","N235WN","3463","BWI","PVD","2257",17.00,"2356",6.00,0.00,
2017,1,15,"WN","N7881A","3983","BWI","PVD","1145",-5.00,"1245",-15.00,0.00,
2017,1,15,"WN","N245WN","3409","DCA","PVD","1234",-6.00,"1343",-17.00,0.00,
2017,1,15,"WN","N781WN","4697","DCA","PVD","1933",-7.00,"2043",-17.00,0.00,
2017,1,17,"WN","N755SA","161","BWI","PVD","1534",-1.00,"1639",-6.00,0.00,
2017,1,17,"WN","N445WN","401","BWI","PVD","0715",15.00,"0825",10.00,0.00,
2017,1,17,"WN","N7874B","429","BWI","PVD","1032",-3.00,"1139",-6.00,0.00,
2017,1,17,"WN","N259WN","1357","BWI","PVD","2241",36.00,"2345",30.00,0.00,
2017,1,17,"WN","N238WN","3129","BWI","PVD","0903",-7.00,"1016",-14.00,0.00,
2017,1,17,"WN","N640SW","5422","BWI","PVD","2024",-1.00,"2125",-10.00,0.00,
2017,1,17,"WN","N7873A","529","DCA","PVD","1148",-7.00,"1257",-23.00,0.00,
2017,1,17,"WN","N921WN","1170","DCA","PVD","1929",-1.00,"2032",-18.00,0.00,
2017,1,17,"WN","N917WN","3836","FLL","PVD","1125",0.00,"1423",3.00,0.00,
2017,1,17,"WN","N8654B","3968","FLL","PVD","1940",0.00,"2237",-3.00,0.00,
2017,1,17,"WN","N445WN","448","MCO","PVD","1257",-3.00,"1530",-5.00,0.00,
2017,1,17,"WN","N731SA","1090","MCO","PVD","1113",-2.00,"1342",-13.00,0.00,
2017,1,17,"WN","N795SW","2760","MCO","PVD","1950",-5.00,"2219",-16.00,0.00,
2017,1,17,"WN","N8323C","4051","MCO","PVD","1809",-1.00,"2037",-8.00,0.00,
2017,1,17,"WN","N8696E","296","MDW","PVD","1326",1.00,"1623",-7.00,0.00,
2017,1,17,"WN","N8515X","765","MDW","PVD","2148",-2.00,"0056",1.00,0.00,
2017,1,17,"WN","N8696E","296","PVD","BWI","1718",-2.00,"1836",-14.00,0.00,
2017,1,17,"WN","N959WN","402","PVD","BWI","0826",1.00,"0940",-10.00,0.00,
2017,1,17,"WN","N238WN","490","PVD","BWI","1104",4.00,"1219",-1.00,0.00,
2017,1,17,"WN","N289CT","622","PVD","BWI","0726",16.00,"0833",-2.00,0.00,
2017,1,17,"WN","N7874B","1406","PVD","BWI","1224",4.00,"1335",-10.00,0.00,
2017,1,17,"WN","N260WN","1540","PVD","BWI","0731",106.00,"0901",111.00,0.00,
